preco_total,quartos,banheiros,suites,vagas,mobiliado,area_util
1350,1,1,0,0,0,27.0
3399,1,1,0,1,1,38.0
6400,3,1,3,2,0,130.0
3700,1,1,1,1,1,30.0
3550,3,2,1,1,0,72.0
3585,1,1,0,1,0,52.0
12200,3,3,1,1,0,239.0
3285,3,2,0,1,0,72.0
1930,3,2,1,1,0,72.0
12081,3,2,1,2,0,208.0
3100,1,1,1,1,1,48.0
19490,4,6,4,3,1,411.0
3765,1,1,0,1,0,36.0
12000,3,3,0,3,0,289.0
7690,4,2,0,2,0,250.0
7650,3,4,1,2,1,98.0
3800,3,3,1,2,1,98.0
4485,1,1,0,1,1,28.0
3852,1,1,0,1,0,50.0
2050,2,1,0,1,0,68.0
800,1,1,0,0,0,30.0
1920,1,1,0,0,1,29.0
2503,1,1,1,2,0,45.0
4730,1,1,0,1,1,60.0
3822,3,2,1,2,0,85.0
643,1,1,0,0,0,50.0
11400,4,5,4,4,0,179.0
2127,1,1,0,1,1,36.0
1400,4,2,0,0,0,140.0
4265,2,2,1,1,1,74.0
4984,4,4,3,5,0,284.0
6900,2,1,0,2,0,150.0
6885,2,2,0,2,0,60.0
9300,4,4,4,5,0,240.0
4986,3,3,1,0,0,145.0
3440,3,2,1,2,0,83.0
4331,2,1,1,1,0,57.0
3500,1,1,1,0,0,110.0
7000,1,2,0,0,0,150.0
5100,1,1,0,0,1,38.0
1853,1,1,0,0,0,40.0
2710,1,1,0,1,0,52.0
2000,1,1,0,1,1,32.0
1900,1,1,0,0,0,60.0
1259,1,1,0,0,0,33.0
5640,4,3,1,2,0,142.0
10000,3,3,1,2,1,120.0
18000,2,1,1,1,0,90.0
950,1,1,0,0,0,45.0
9930,3,2,3,3,0,170.0
4080,2,1,0,1,1,50.0
5324,1,1,1,1,0,49.0
5300,2,1,0,1,1,55.0
5000,2,2,0,1,0,69.0
7600,3,2,1,2,0,190.0
4000,2,2,1,2,1,60.0
3297,1,1,0,1,1,28.0
8025,2,3,1,1,0,118.0
8850,2,3,1,1,1,103.0
1200,1,1,0,0,0,40.0
9250,3,3,1,3,0,170.0
4590,1,1,0,1,1,30.0
1400,2,1,0,0,0,60.0
8750,4,4,2,2,1,158.0
2050,2,1,0,0,0,49.0
2803,1,1,1,1,1,28.0
3757,1,1,0,1,0,30.0
3150,1,1,10,1,1,48.0
6000,4,4,1,10,0,320.0
18900,4,5,3,3,1,199.0
7135,3,2,1,2,0,139.0
1280,1,1,0,0,0,39.0
3630,2,1,0,1,0,68.0
2400,1,1,0,1,1,30.0
1235,2,1,0,1,0,56.0
38000,6,6,1,2,1,724.0
24000,4,5,2,6,0,254.0
3600,2,2,0,1,0,120.0
2700,1,1,0,0,1,30.0
3200,1,1,1,1,1,27.0
3450,1,1,1,1,1,40.0
2157,2,1,0,1,0,60.0
3907,1,1,0,1,0,31.0
8650,3,5,3,2,0,224.0
3602,2,1,0,1,0,58.0
8455,3,4,3,2,0,178.0
2672,1,1,1,1,0,40.0
2400,2,2,1,1,0,50.0
5650,2,5,2,2,1,112.0
2920,1,1,1,1,1,30.0
3100,1,1,1,1,1,33.0
3445,1,1,0,1,1,35.0
3660,1,1,0,1,1,37.0
5650,1,1,0,1,1,46.0
15154,4,6,4,4,0,543.0
9571,3,3,2,2,1,145.0
4500,2,4,2,2,1,200.0
1300,2,1,0,0,0,48.0
3400,1,1,1,1,1,35.0
2171,1,1,0,0,1,46.0
3000,2,2,1,9,0,340.0
7470,2,2,1,2,1,78.0
2550,1,1,0,1,0,46.0
1079,1,1,1,0,1,18.0
9400,3,4,3,3,0,166.0
9000,2,4,2,2,1,105.0
19290,4,3,2,4,0,243.0
5350,3,2,1,2,0,97.0
13642,1,2,1,2,1,77.0
3860,1,1,0,1,1,51.0
2450,2,1,0,1,0,60.0
1964,2,1,0,0,0,43.0
4900,1,1,0,1,1,48.0
4575,1,2,1,1,0,49.0
2800,1,1,1,1,1,28.0
5602,2,1,0,2,1,55.0
8000,3,5,1,3,0,256.0
2368,2,1,1,0,0,63.0
3407,1,1,0,1,1,24.0
3963,2,2,2,0,0,60.0
2725,1,1,0,1,1,39.0
1980,2,1,0,0,1,15.0
7900,2,2,0,1,1,72.0
9500,2,3,2,3,0,232.0
2850,2,1,0,0,0,75.0
2868,2,2,0,1,0,69.0
2750,1,1,1,1,1,31.0
3040,1,1,1,1,1,30.0
7500,2,2,1,2,1,150.0
4883,1,1,0,0,1,41.0
4150,2,2,1,1,0,70.0
3695,2,2,0,1,0,77.0
7800,3,2,1,2,0,160.0
3600,1,1,1,1,1,39.0
3750,3,2,1,2,0,80.0
3700,1,1,0,1,1,28.0
1750,1,1,0,0,1,38.0
3900,1,1,1,1,1,41.0
4000,1,1,0,1,0,42.0
3040,1,1,1,1,1,34.0
2150,2,2,0,2,0,90.0
16800,3,1,3,4,0,234.0
5485,3,2,1,2,0,87.0
3945,1,1,1,1,1,40.0
8166,3,4,1,2,0,135.0
3700,3,3,1,6,0,250.0
6440,3,3,1,1,1,127.0
14600,4,3,2,3,0,208.0
12500,4,7,4,6,0,250.0
11390,2,2,1,2,1,110.0
2900,3,4,1,4,0,270.0
4593,1,1,0,1,1,32.0
3310,1,1,1,1,1,36.0
2870,1,1,0,1,1,50.0
25500,4,5,3,3,0,263.0
18500,4,6,4,4,0,302.0
5300,2,1,0,1,1,65.0
2135,3,1,0,1,0,68.0
22300,4,5,4,6,0,385.0
3600,1,1,1,1,1,36.0
1050,1,1,1,0,0,20.0
3575,1,1,0,0,1,35.0
7970,2,2,2,2,0,90.0
2928,2,1,0,1,0,49.0
10520,1,1,0,2,0,95.0
3820,1,2,1,1,0,37.0
3380,1,1,0,1,0,36.0
4750,3,3,1,1,0,130.0
3540,1,1,0,1,1,40.0
3600,1,1,1,1,1,35.0
3580,1,1,0,1,1,44.0
16920,4,4,4,3,0,338.0
9100,1,1,0,2,1,49.0
7200,2,3,2,2,1,81.0
5285,2,2,2,2,1,74.0
6900,3,3,3,4,0,220.0
24000,4,4,4,8,0,800.0
3600,1,1,1,1,1,43.0
4600,1,1,0,1,1,45.0
6100,2,1,2,1,1,60.0
3500,3,3,1,1,0,80.0
4700,1,2,1,1,1,46.0
6900,4,2,1,2,0,145.0
2660,1,1,0,1,1,28.0
10900,3,4,3,4,0,210.0
2280,2,1,0,1,0,58.0
7085,2,2,1,2,0,94.0
3000,1,1,1,1,1,33.0
12250,4,3,1,1,1,400.0
3412,1,1,0,1,0,41.0
13600,3,4,3,3,0,179.0
3100,1,1,1,1,1,42.0
4540,2,2,1,1,1,60.0
30300,4,4,2,4,0,295.0
2749,2,2,1,1,0,60.0
1795,2,1,0,0,0,60.0
3140,1,1,1,0,1,30.0
14600,3,4,1,2,1,152.0
3300,1,1,0,1,1,38.0
3698,1,1,0,1,1,38.0
3350,1,1,1,1,1,45.0
5017,1,2,0,1,1,52.0
1400,3,1,0,1,0,90.0
4647,2,2,1,1,0,90.0
27036,3,5,3,4,0,285.0
2158,1,1,0,1,0,35.0
3450,1,2,1,1,0,42.0
2462,2,2,1,1,0,70.0
4473,2,1,0,1,1,60.0
3600,1,1,1,1,1,32.0
3100,1,1,0,1,1,33.0
3350,1,1,1,1,1,45.0
4192,3,2,1,1,0,120.0
20500,4,5,4,4,0,300.0
3200,2,1,0,1,0,80.0
17309,4,5,3,4,0,230.0
2400,1,1,0,1,1,28.0
11755,4,4,2,3,0,275.0
1989,2,2,1,1,0,67.0
11590,3,4,3,3,0,125.0
6968,3,2,0,1,0,103.0
4169,1,1,0,1,1,55.0
3500,1,1,0,1,1,50.0
4901,1,1,1,1,1,30.0
3248,1,1,0,1,1,40.0
2630,3,2,0,2,0,62.0
4520,2,2,1,2,0,112.0
31500,4,2,2,4,0,450.0
2300,1,1,0,1,0,43.0
3229,1,1,0,0,0,17.0
1900,2,2,0,1,0,60.0
2500,2,1,0,1,0,50.0
7210,3,3,1,2,1,110.0
8300,4,4,2,2,0,240.0
3200,1,1,0,1,1,40.0
2120,2,1,0,1,0,60.0
1905,2,2,0,1,1,55.0
7670,1,1,0,1,0,72.0
6000,3,3,0,2,0,212.0
1770,1,1,0,0,0,32.0
2728,1,1,0,1,1,40.0
4983,1,2,1,1,1,52.0
3400,1,1,1,1,1,31.0
6000,2,4,0,2,0,115.0
1946,2,2,1,1,1,56.0
3955,1,1,0,1,1,39.0
3615,3,2,0,1,0,100.0
3800,1,1,1,1,0,50.0
3100,1,1,0,1,0,45.0
3900,1,1,0,1,1,35.0
2900,1,1,1,1,1,46.0
5400,1,1,1,1,1,40.0
7554,4,2,1,1,1,140.0
12329,4,5,3,3,1,210.0
1400,2,1,0,0,0,55.0
4119,2,3,1,3,1,110.0
2938,1,1,0,1,1,37.0
4264,3,2,1,2,0,75.0
1957,1,1,0,0,0,32.0
4486,2,2,1,1,1,121.0
9300,3,3,1,3,0,129.0
12160,5,5,3,4,0,327.0
1850,1,1,0,0,0,37.0
1945,1,1,0,0,0,50.0
1310,2,1,0,0,0,40.0
750,1,1,0,0,0,45.0
3800,1,1,0,1,1,36.0
1960,1,1,0,0,0,40.0
11730,4,4,2,4,0,246.0
3190,1,1,0,1,0,49.0
3160,1,1,0,1,1,23.0
2560,1,1,0,1,0,37.0
11900,3,4,3,5,0,210.0
2900,1,1,1,1,1,33.0
2600,1,1,1,1,1,40.0
8500,3,3,1,1,0,150.0
25000,3,1,3,4,0,480.0
3500,1,1,0,1,1,37.0
3000,1,1,0,1,1,38.0
4700,1,1,0,1,1,36.0
19920,4,4,2,4,0,354.0
1402,1,1,0,0,0,48.0
2897,3,1,0,2,1,68.0
2927,1,1,0,1,0,50.0
1600,2,1,0,0,0,48.0
9449,3,3,1,1,1,130.0
7053,2,4,2,2,0,110.0
8200,3,5,3,4,0,200.0
17726,2,4,2,2,0,169.0
14950,4,4,4,4,0,212.0
12000,4,5,1,4,0,435.0
7490,3,4,2,2,0,277.0
4592,1,1,0,1,1,45.0
12485,4,6,2,3,0,340.0
1534,1,1,0,0,0,40.0
2650,3,2,0,1,0,78.0
3914,2,1,0,1,0,50.0
22511,4,5,4,4,0,220.0
4000,3,3,1,0,0,100.0
1355,2,1,0,0,0,40.0
1219,2,1,0,0,0,60.0
5725,1,1,0,2,1,49.0
1600,1,1,0,0,0,30.0
8380,3,3,1,3,0,128.0
1300,1,2,1,0,0,28.0
2868,2,1,0,1,0,56.0
20878,4,4,2,2,0,382.0
1500,1,1,0,0,0,50.0
1880,1,1,1,1,0,33.0
1795,1,1,0,0,0,50.0
6764,3,3,1,2,0,130.0
990,2,1,0,0,0,55.0
1820,1,1,0,0,0,26.0
2900,1,1,0,1,1,32.0
54000,4,2,4,6,0,663.0
5140,3,2,1,2,0,100.0
3980,2,1,1,2,0,79.0
2760,1,1,0,1,1,28.0
3500,2,2,0,1,0,110.0
7219,1,1,0,1,1,42.0
4700,2,2,1,1,0,58.0
3280,2,2,1,1,0,64.0
4185,1,1,0,1,0,45.0
1910,2,1,0,2,0,54.0
1800,2,1,0,1,0,80.0
1750,2,2,0,1,0,67.0
14500,4,6,4,5,0,290.0
42957,4,5,2,4,1,336.0
5850,1,1,1,1,1,40.0
3670,2,1,0,1,0,50.0
2760,1,1,0,1,1,40.0
3600,1,1,1,1,1,36.0
3480,1,1,1,1,1,27.0
14200,3,3,3,2,0,225.0
2750,2,1,0,1,0,68.0
3840,3,2,1,1,0,65.0
6399,3,3,1,1,0,91.0
5722,2,2,1,1,0,104.0
6791,1,1,1,1,1,46.0
3400,1,1,1,1,1,31.0
3380,2,2,1,1,0,65.0
2625,1,1,1,1,0,33.0
4150,3,2,0,1,1,62.0
3020,3,1,0,1,0,64.0
4600,2,1,0,1,1,50.0
1780,1,1,0,0,1,35.0
3600,3,2,1,2,0,100.0
4651,1,1,0,1,1,33.0
5800,2,2,1,1,0,62.0
4000,1,1,0,1,0,30.0
2400,2,1,0,1,0,65.0
1498,2,2,0,0,0,98.0
2274,2,2,0,1,0,60.0
5563,2,2,1,1,1,77.0
5090,3,3,1,1,1,86.0
3060,1,1,1,1,1,30.0
9016,3,2,3,2,0,180.0
3170,3,3,1,1,0,105.0
34300,4,5,4,6,0,374.0
1980,1,1,0,0,0,32.0
2092,2,1,0,1,0,67.0
4600,3,3,1,1,1,80.0
3500,3,2,0,1,0,116.0
14000,6,3,0,0,0,300.0
650,1,1,0,0,0,25.0
8029,4,1,2,2,0,266.0
9828,4,5,3,4,1,360.0
2900,1,1,1,1,1,40.0
3400,2,1,0,1,0,51.0
4101,1,1,0,1,1,41.0
4700,2,2,0,1,0,86.0
3797,1,1,0,1,1,38.0
3987,1,1,0,1,0,112.0
9150,1,1,1,2,0,60.0
18362,2,4,2,3,1,165.0
4700,1,1,0,1,1,40.0
6500,3,2,1,2,0,125.0
4986,3,3,1,1,0,98.0
14400,5,1,1,4,0,354.0
3400,1,1,1,1,1,55.0
3250,1,1,0,1,0,30.0
2800,1,1,1,1,1,37.0
23940,4,3,1,0,0,345.0
4465,1,1,0,0,0,30.0
7214,3,2,1,1,0,163.0
3000,3,3,1,2,0,150.0
10600,1,2,0,2,1,90.0
3652,1,1,0,0,1,58.0
4000,1,1,1,1,1,45.0
15176,4,6,4,3,0,270.0
2850,1,1,0,1,1,28.0
3290,1,1,1,1,1,44.0
5400,1,2,1,1,0,66.0
5600,1,1,0,2,1,45.0
4480,1,1,1,1,1,40.0
13185,3,3,1,2,0,196.0
2950,1,1,1,1,1,46.0
20750,4,5,3,3,1,210.0
4000,1,1,1,1,1,42.0
5100,1,1,1,1,1,45.0
7970,1,1,0,2,1,52.0
3302,1,1,0,1,1,40.0
4200,2,2,1,1,0,74.0
1000,1,1,1,0,0,28.0
6730,3,1,0,2,0,70.0
2750,1,1,1,1,1,30.0
5600,3,2,1,1,0,98.0
2840,2,1,0,0,0,70.0
2500,1,1,1,1,1,40.0
2250,2,1,0,0,0,70.0
17660,2,2,2,3,0,340.0
3300,1,1,0,1,1,35.0
3190,3,2,1,1,1,68.0
4021,2,2,0,1,0,99.0
2200,3,3,0,2,0,220.0
4900,3,4,1,2,0,105.0
17900,4,4,4,3,0,355.0
3750,1,2,0,1,0,62.0
1642,2,1,0,0,0,55.0
17251,3,4,1,2,0,275.0
1820,2,1,0,1,0,74.0
2000,1,1,0,0,0,48.0
2550,3,1,0,1,0,65.0
8652,1,2,1,2,0,60.0
7470,2,2,1,1,1,70.0
1052,0,1,0,0,0,18.0
4100,1,1,1,1,1,40.0
2040,2,1,0,1,0,46.0
3600,3,3,1,3,0,270.0
10172,4,5,2,2,0,140.0
4380,1,1,0,1,1,33.0
4800,4,3,4,2,0,450.0
6925,4,5,2,5,0,340.0
3800,1,1,1,1,1,43.0
11025,2,3,2,2,1,90.0
3165,1,1,1,1,1,40.0
3320,1,1,1,1,1,29.0
3300,1,1,1,1,1,32.0
3180,1,1,1,1,1,30.0
4700,2,1,1,1,1,40.0
3700,1,2,0,1,1,45.0
9000,2,2,1,1,1,78.0
2600,1,1,1,1,1,30.0
1967,2,1,0,1,0,62.0
6600,2,2,1,1,1,80.0
2950,1,1,1,1,1,36.0
5990,3,2,1,2,0,130.0
20879,4,5,2,2,0,382.0
900,2,1,0,0,0,40.0
3900,2,1,0,1,0,51.0
15010,3,4,3,5,0,334.0
3430,2,3,2,2,1,60.0
3230,3,3,1,2,0,97.0
3111,1,1,1,1,1,47.0
6750,1,1,1,1,1,45.0
1544,1,1,0,0,0,42.0
9258,3,3,0,3,0,220.0
5000,1,2,1,2,0,78.0
18091,5,7,5,0,0,647.0
15650,3,5,3,5,0,220.0
8672,3,3,1,2,0,94.0
5330,2,1,0,1,0,39.0
6000,2,1,1,2,1,70.0
1350,1,1,0,0,0,40.0
4045,3,2,1,1,0,70.0
19785,3,4,3,2,1,350.0
1409,1,1,0,0,0,39.0
3206,1,2,1,0,1,60.0
15500,3,5,3,3,0,251.0
5209,3,3,1,1,1,97.0
3605,2,2,0,0,1,91.0
10000,3,4,3,2,0,350.0
10300,3,5,3,3,0,190.0
2600,1,1,0,0,0,44.0
1923,2,1,0,1,0,59.0
3630,1,2,1,1,0,50.0
3800,1,1,1,1,1,47.0
2339,1,1,0,1,0,30.0
1962,1,1,0,1,0,31.0
3900,2,1,0,1,0,53.0
5911,3,2,1,1,0,117.0
5000,1,2,0,1,0,67.0
2000,2,1,0,1,0,70.0
3950,1,1,0,0,1,40.0
3310,1,1,1,1,1,33.0
2220,2,2,0,0,0,100.0
15630,4,3,2,4,0,202.0
3850,3,2,1,1,0,96.0
3600,1,2,1,1,1,49.0
2574,1,1,0,0,1,34.0
5140,2,1,1,1,1,52.0
5001,1,1,1,1,1,52.0
3234,3,1,0,1,0,82.0
3460,1,1,0,1,0,37.0
2965,1,1,0,1,1,35.0
13500,3,3,3,4,1,140.0
4046,3,2,1,2,0,75.0
2600,3,2,1,3,0,126.0
1200,2,1,0,0,0,45.0
3000,2,1,0,1,0,62.0
19000,7,6,5,6,0,505.0
6014,3,3,1,1,0,165.0
3830,1,1,1,1,1,40.0
9085,3,4,1,2,0,80.0
3530,2,2,0,1,0,50.0
5270,2,1,0,1,1,48.0
3634,1,1,0,1,1,28.0
8382,3,4,2,1,0,155.0
5024,3,2,3,2,0,115.0
1340,1,1,0,0,0,30.0
2850,2,1,0,1,0,100.0
11722,2,2,1,1,1,82.0
12300,4,1,1,3,0,220.0
28400,3,6,3,5,1,367.0
4550,2,2,0,1,0,90.0
2855,1,1,0,1,0,44.0
6950,2,2,1,1,1,68.0
3500,5,4,3,0,0,90.0
1895,1,1,0,0,0,40.0
3560,1,1,1,1,1,35.0
6100,2,2,1,2,0,73.0
2400,1,1,0,1,1,32.0
2085,2,1,0,0,0,41.0
6870,3,3,1,2,0,134.0
23256,4,6,4,4,0,247.0
1700,1,1,0,0,0,36.0
27960,4,3,2,4,1,226.0
3400,1,1,0,0,1,70.0
4675,1,1,0,1,0,50.0
5150,2,2,1,1,0,68.0
3080,1,1,0,1,1,34.0
7500,1,2,1,1,0,110.0
2100,1,1,0,0,0,24.0
7720,3,4,1,1,0,130.0
18000,4,1,4,6,0,900.0
5625,3,3,1,0,0,157.0
30310,3,6,3,4,1,300.0
3300,3,3,1,1,0,120.0
3460,1,1,1,1,0,40.0
24970,3,5,3,3,0,296.0
3800,1,1,1,1,1,47.0
3570,2,1,1,0,0,70.0
9791,3,3,1,3,0,218.0
1450,1,1,0,0,0,40.0
16100,4,3,2,0,0,377.0
7690,2,2,1,1,1,97.0
9500,3,3,1,2,1,120.0
10045,3,5,3,4,0,160.0
3500,1,1,1,1,1,81.0
2550,1,1,1,1,0,51.0
1300,1,1,0,0,0,50.0
5000,2,1,1,2,1,70.0
6020,3,3,1,2,0,98.0
1425,1,1,0,0,0,15.0
2000,1,1,0,1,1,44.0
5710,2,2,1,2,1,60.0
3100,1,1,0,1,0,30.0
3050,2,1,0,1,0,75.0
3880,2,2,1,2,1,55.0
11480,2,4,1,2,1,180.0
6370,1,2,1,1,1,60.0
3044,3,2,0,1,0,86.0
2350,1,1,0,0,1,31.0
5229,3,1,1,1,0,148.0
4261,3,2,1,1,0,79.0
3307,1,1,0,1,0,25.0
5200,2,1,1,1,1,60.0
3267,1,1,0,1,1,35.0
2613,1,1,0,1,1,28.0
3361,1,1,0,1,0,45.0
2940,1,1,0,1,0,63.0
3685,1,1,1,1,1,40.0
2800,1,1,1,1,1,37.0
3351,1,1,0,1,0,39.0
2998,1,1,0,1,0,35.0
3700,1,1,0,1,0,45.0
3300,1,1,0,1,1,42.0
2320,2,1,0,0,1,58.0
2930,1,1,1,1,1,40.0
5750,1,1,1,1,1,45.0
5700,1,1,0,1,0,96.0
3313,2,2,0,1,0,75.0
2285,2,1,0,1,0,48.0
1058,1,1,0,0,0,15.0
6792,4,3,1,2,0,100.0
7500,1,1,0,2,0,213.0
3400,1,1,0,1,0,35.0
3300,1,1,1,1,1,32.0
4750,1,1,0,1,1,36.0
4985,1,1,0,1,1,70.0
1970,1,1,0,1,0,32.0
2800,1,1,0,1,0,40.0
3250,1,1,1,1,1,30.0
4430,1,2,1,1,1,47.0
4635,2,2,0,2,1,86.0
1750,1,1,0,0,0,36.0
106853,2,2,0,0,0,130.0
2119,1,1,0,1,0,40.0
1950,2,2,0,1,0,75.0
3100,1,1,1,1,1,30.0
3115,1,1,0,1,0,39.0
12000,3,1,3,3,0,165.0
4517,1,1,0,0,1,21.0
1460,1,1,0,0,0,30.0
1850,2,1,0,1,0,55.0
4800,1,1,1,1,1,36.0
4000,1,2,1,1,1,72.0
2450,1,1,1,0,1,10.0
7800,1,1,1,1,1,50.0
1850,1,1,0,0,0,47.0
6004,2,2,2,2,1,85.0
3021,1,1,1,1,1,33.0
4070,3,3,2,2,0,144.0
3000,2,2,2,2,0,145.0
2400,2,1,0,2,1,78.0
2972,1,1,0,1,1,38.0
4500,1,1,1,1,1,46.0
14001,1,1,0,1,0,108.0
1700,2,1,0,1,0,55.0
3400,1,1,1,1,1,35.0
7400,2,2,1,1,0,70.0
2500,1,1,0,0,0,33.0
8000,3,3,1,2,0,130.0
1807,1,1,0,1,0,40.0
14600,4,3,1,2,0,400.0
6000,4,2,0,4,0,250.0
4237,1,1,1,1,1,47.0
7000,4,5,2,4,0,150.0
8346,3,4,3,2,1,116.0
6674,2,3,1,1,0,98.0
1700,2,1,0,1,0,48.0
7500,5,5,3,3,0,570.0
3300,2,1,1,1,0,60.0
3070,1,1,1,1,1,29.0
2604,1,1,0,1,0,40.0
2930,1,1,1,1,1,42.0
4716,3,2,0,0,0,95.0
17438,5,6,5,4,0,703.0
11200,3,5,3,3,1,168.0
2230,3,1,0,1,0,73.0
11100,1,2,1,2,1,108.0
3882,2,2,0,1,0,72.0
5419,3,3,1,1,0,82.0
4100,1,1,1,1,1,33.0
2994,1,1,0,1,1,28.0
5500,4,5,2,2,0,260.0
3330,1,1,1,1,1,30.0
850,1,1,0,0,0,60.0
2504,1,1,0,0,0,30.0
2100,3,3,0,3,0,125.0
3470,1,1,1,1,1,36.0
6700,3,2,0,3,0,170.0
19655,4,5,2,4,0,273.0
5850,1,1,1,2,0,114.0
4324,1,1,0,0,1,35.0
1340,1,1,0,0,0,15.0
3300,1,1,1,1,1,50.0
3190,1,1,1,1,1,42.0
2090,2,1,0,1,1,50.0
12000,2,2,2,2,0,82.0
2422,2,2,1,1,0,60.0
5290,2,3,1,1,0,97.0
3536,2,2,1,2,0,100.0
4680,1,1,0,1,1,42.0
7190,4,4,3,2,0,148.0
3300,1,1,1,1,1,42.0
1200,1,1,0,0,0,28.0
4485,1,1,0,1,1,48.0
1943,1,1,0,1,1,33.0
2410,3,2,0,1,0,80.0
9000,5,4,0,8,0,400.0
4200,3,3,1,2,0,205.0
10550,3,1,2,3,0,198.0
11099,3,5,3,3,0,145.0
4850,1,1,0,1,1,48.0
2280,1,1,0,1,0,34.0
10152,4,1,2,2,0,220.0
3900,3,2,1,1,0,72.0
26890,4,6,4,8,0,600.0
12621,3,2,2,2,0,223.0
950,1,1,0,0,0,42.0
16196,2,4,2,2,1,129.0
13000,4,4,1,4,1,348.0
3600,1,1,1,1,1,33.0
12119,4,4,2,4,0,274.0
2230,2,1,0,1,0,45.0
3800,1,1,0,1,1,42.0
5000,1,1,0,1,1,36.0
16350,4,3,2,3,0,254.0
1300,2,1,0,0,0,60.0
3800,1,1,1,1,1,32.0
2800,2,2,0,1,0,65.0
5200,3,1,1,1,0,110.0
2900,2,2,0,1,0,56.0
6968,3,2,0,1,0,103.0
2840,1,1,1,1,0,30.0
4800,1,1,1,1,1,30.0
10100,3,3,1,2,1,102.0
3300,1,1,0,1,1,34.0
6500,3,3,1,3,0,163.0
8847,2,4,2,2,0,157.0
4200,2,1,1,1,0,57.0
3100,1,1,0,1,0,40.0
7954,3,4,2,3,0,135.0
7000,1,1,1,2,1,75.0
3301,1,1,1,1,1,35.0
4100,1,1,1,1,1,43.0
15200,3,4,3,4,0,157.0
3250,1,1,1,1,1,41.0
3080,1,1,0,1,1,30.0
3550,1,1,1,1,1,43.0
3790,3,3,1,1,0,100.0
8270,1,2,1,1,0,54.0
3300,1,1,1,1,1,40.0
1350,2,1,1,1,0,85.0
14850,2,2,2,0,1,113.0
3303,3,3,1,1,0,85.0
7328,4,3,1,2,1,110.0
11200,4,2,1,2,0,178.0
4357,1,1,0,1,1,38.0
3992,1,1,0,1,1,51.0
12000,6,6,2,8,0,800.0
3200,1,1,1,1,1,30.0
16000,3,4,3,4,0,163.0
1909,1,1,0,0,0,68.0
3970,1,1,0,1,1,51.0
5733,2,2,1,0,1,70.0
5460,3,4,1,1,0,140.0
7545,2,3,0,1,1,88.0
2579,1,1,0,1,1,45.0
5000,3,4,1,2,0,100.0
2860,1,1,1,1,1,32.0
25000,5,6,5,6,0,368.0
2300,2,2,0,0,1,72.0
999,1,1,1,0,0,25.0
13430,3,4,3,2,0,155.0
1185,1,1,0,0,0,35.0
620,1,1,0,0,0,28.0
2528,1,1,0,0,0,40.0
8000,1,5,0,8,0,200.0
24500,4,6,4,4,0,262.0
1540,1,1,0,0,0,63.0
3750,2,2,1,1,0,60.0
2226,1,1,0,0,0,30.0
3500,2,1,0,1,1,64.0
3392,1,1,1,1,1,40.0
10171,3,4,1,2,1,91.0
4080,2,1,0,1,0,65.0
2500,3,5,3,2,0,267.0
3000,2,2,1,1,0,65.0
5670,3,2,1,2,1,130.0
8185,3,2,1,1,0,218.0
11500,2,2,2,2,1,82.0
3500,1,1,1,1,1,46.0
4276,3,2,1,1,0,118.0
5810,5,3,2,6,0,400.0
13000,4,6,3,5,1,399.0
1587,2,1,0,1,0,45.0
4191,2,1,0,1,0,95.0
4500,1,1,0,1,0,73.0
1455,1,1,0,0,0,46.0
6500,1,1,1,1,1,40.0
1750,1,1,0,0,1,30.0
3500,1,1,1,1,1,40.0
18385,3,3,3,3,1,330.0
5153,2,2,0,1,1,72.0
7506,3,3,1,2,0,164.0
7100,4,5,3,3,0,140.0
3910,2,2,0,3,0,120.0
13700,4,6,4,4,1,290.0
2600,1,1,1,1,1,35.0
9500,1,1,1,2,1,48.0
4577,1,1,0,1,1,48.0
4990,2,2,1,2,1,78.0
3000,3,2,2,2,0,120.0
4662,1,2,1,2,1,82.0
5265,2,1,0,1,0,90.0
4500,3,1,1,7,0,200.0
1360,1,1,0,0,0,30.0
5200,1,1,1,1,1,36.0
4665,1,1,0,1,1,40.0
2750,1,1,0,1,0,33.0
2150,1,1,0,1,1,33.0
650,1,1,0,1,0,40.0
10500,2,3,0,2,1,75.0
3166,1,1,0,1,1,38.0
12000,5,2,5,5,1,490.0
5243,3,3,0,2,0,100.0
6200,1,1,1,1,1,54.0
2837,1,1,1,1,1,40.0
4710,3,1,0,1,0,75.0
3868,1,1,0,0,1,30.0
4250,1,1,1,1,1,55.0
3200,1,1,1,1,1,42.0
3162,2,1,0,1,0,59.0
2090,2,1,0,1,0,62.0
2880,1,1,0,1,0,36.0
3750,2,2,1,2,0,73.0
7230,2,2,1,1,0,110.0
730,1,1,0,0,0,21.0
3500,1,1,1,1,1,39.0
16000,4,5,2,5,0,569.0
9200,2,4,2,2,0,160.0
4111,1,1,0,1,1,49.0
7700,1,2,1,2,1,77.0
8650,1,2,1,1,1,54.0
6050,3,2,1,1,0,166.0
4200,2,2,1,1,1,73.0
4201,4,3,2,3,0,200.0
6000,4,3,3,5,0,432.0
7500,2,4,1,6,0,250.0
800,1,1,0,0,0,50.0
2836,2,1,0,1,1,70.0
920,1,1,0,0,1,20.0
30000,4,4,4,8,0,600.0
3200,1,1,1,1,1,45.0
5735,2,2,1,1,0,72.0
6270,1,1,0,1,1,55.0
2107,1,1,1,0,1,13.0
5285,1,1,0,1,0,57.0
2721,1,1,0,1,1,40.0
3871,2,1,0,1,0,48.0
