preco_total,quartos,banheiros,suites,vagas,mobiliado,area_util
6046,1,1,1,1,1,55.0
11586,3,3,1,3,0,244.0
4608,1,1,1,1,1,36.0
1925,2,1,0,1,0,45.0
6470,3,3,0,1,0,268.0
1170,1,1,0,0,0,25.0
3540,3,4,3,2,0,100.0
3651,1,1,0,1,1,36.0
6247,4,4,4,4,1,300.0
9050,3,4,1,0,0,170.0
3420,2,1,1,1,0,80.0
2560,1,1,0,1,0,36.0
1600,1,1,0,0,0,30.0
10000,6,5,1,3,0,417.0
17900,4,5,2,3,0,263.0
3600,2,2,1,0,1,57.0
5768,2,2,1,2,0,64.0
2865,1,1,1,1,1,30.0
3495,3,2,1,2,0,82.0
18000,9,9,6,4,0,800.0
3000,1,1,1,1,1,30.0
3000,1,1,1,1,1,33.0
9500,2,2,1,2,1,120.0
46000,3,6,3,6,0,367.0
1173,1,1,0,0,1,16.0
2460,1,1,0,0,1,51.0
6075,3,1,0,1,0,84.0
4000,1,1,0,1,0,42.0
4245,1,1,1,1,1,45.0
5667,2,1,0,1,1,60.0
705,1,1,0,0,0,30.0
3920,2,1,1,1,1,55.0
7420,3,4,3,4,0,220.0
24100,4,5,4,4,0,394.0
12000,3,5,3,4,0,400.0
2390,2,1,0,1,0,90.0
9800,4,3,2,6,0,500.0
8625,4,5,4,5,1,229.0
1830,1,1,0,0,0,28.0
3650,1,1,1,1,0,34.0
4150,2,1,1,1,0,75.0
8500,4,4,4,5,0,260.0
3280,2,2,1,2,1,63.0
2955,3,2,1,2,0,68.0
3550,1,1,1,1,1,44.0
9485,3,1,1,2,0,220.0
950,1,1,0,0,0,35.0
3940,2,2,1,1,1,106.0
3000,1,1,1,1,1,27.0
2000,3,3,1,1,0,130.0
6360,2,3,2,0,0,75.0
4877,3,2,1,2,1,96.0
17200,4,6,3,4,0,183.0
16091,5,6,5,6,0,647.0
3687,1,1,0,1,0,50.0
4490,3,3,1,3,0,88.0
2375,1,1,1,1,1,30.0
22800,4,6,4,4,1,370.0
2120,2,2,0,0,0,100.0
6300,1,1,0,2,1,60.0
2750,3,2,1,2,0,70.0
8262,4,4,2,3,0,191.0
2542,2,2,0,1,0,63.0
5644,2,3,2,2,1,75.0
5000,1,1,1,1,1,40.0
1600,1,1,1,0,0,31.0
12440,3,3,1,1,0,125.0
1000,1,1,0,0,0,35.0
3888,2,3,0,1,0,96.0
3950,1,1,0,1,1,40.0
4030,2,2,1,1,1,64.0
3500,1,1,0,1,1,40.0
3380,1,1,1,1,1,46.0
7800,2,2,1,2,0,138.0
3100,2,1,0,1,1,50.0
2576,2,1,0,1,1,50.0
750,1,1,0,0,0,16.0
7000,3,5,3,4,0,250.0
4000,3,4,1,3,0,250.0
1100,2,1,0,0,0,70.0
1270,1,1,0,0,0,37.0
17198,2,2,2,3,0,165.0
24000,4,5,2,6,0,254.0
3400,1,1,0,1,1,40.0
1465,1,1,0,0,0,33.0
3561,2,1,1,1,0,76.0
2774,1,1,0,0,1,32.0
6000,1,1,1,1,0,50.0
3992,1,1,1,1,0,50.0
4755,2,1,0,1,1,72.0
10000,4,4,2,3,0,227.0
3347,2,1,0,0,0,68.0
2390,3,2,0,1,0,76.0
1170,1,1,0,0,0,35.0
2300,2,1,0,1,0,67.0
5000,4,4,2,4,0,220.0
6000,4,4,0,1,0,194.0
4000,1,1,0,1,1,37.0
7600,2,1,1,2,0,106.0
29547,3,4,3,4,0,308.0
2940,1,1,0,1,0,32.0
2400,1,1,0,0,1,33.0
3694,1,1,0,1,1,30.0
22341,4,4,2,5,0,542.0
6885,2,2,0,2,0,60.0
3200,1,1,1,1,1,34.0
3150,3,2,0,1,1,89.0
4385,1,1,0,1,0,37.0
3606,3,2,1,2,0,91.0
3000,1,1,1,1,1,29.0
935,1,1,0,0,0,35.0
18160,4,4,3,3,0,268.0
6031,3,2,0,1,0,101.0
3220,1,1,0,1,0,51.0
16000,5,11,5,7,1,1300.0
850,1,1,0,0,0,40.0
3000,1,1,0,1,1,42.0
3450,1,1,0,1,1,38.0
8650,3,5,3,3,0,165.0
19156,4,3,2,4,0,311.0
6791,1,1,1,1,1,46.0
6152,3,1,0,1,1,109.0
4000,1,1,0,1,1,45.0
3060,1,1,1,1,1,30.0
3520,2,1,0,1,0,48.0
3596,1,1,0,1,0,60.0
14000,3,6,3,10,0,500.0
17832,3,3,1,2,0,176.0
1700,2,1,0,0,1,30.0
14805,4,5,1,4,0,370.0
3560,1,1,0,1,1,48.0
4630,1,1,1,1,1,39.0
2800,1,1,1,1,1,29.0
15313,3,5,3,4,0,420.0
3200,1,1,1,1,1,30.0
19001,4,5,4,5,1,560.0
12885,1,2,1,1,1,110.0
3254,2,2,0,1,0,98.0
3430,1,1,1,1,1,26.0
4610,3,2,0,1,0,110.0
2500,1,1,1,1,1,32.0
4846,1,1,0,1,1,30.0
3677,2,1,0,1,0,55.0
1876,2,1,0,2,0,70.0
4900,3,2,0,1,0,122.0
2800,1,1,1,1,1,28.0
11100,6,7,5,6,0,498.0
3090,3,1,0,1,0,70.0
6630,1,1,0,1,1,42.0
2850,2,1,0,1,0,70.0
3350,1,1,1,1,1,35.0
3501,1,1,1,1,1,30.0
4933,2,2,1,2,1,55.0
3100,1,1,1,1,0,45.0
8906,2,1,2,0,0,215.0
5600,2,2,1,1,0,75.0
1421,1,1,0,0,0,45.0
5174,3,4,3,2,0,127.0
3800,1,1,1,1,1,47.0
4520,1,1,1,1,1,52.0
5200,4,2,2,2,0,143.0
4300,1,1,0,1,1,41.0
4400,3,2,0,2,1,71.0
3988,1,1,0,1,1,48.0
2665,2,1,0,0,0,73.0
3650,1,1,1,1,1,45.0
4517,1,1,0,0,1,16.0
30271,4,6,4,4,0,470.0
4302,1,1,0,1,1,33.0
3500,3,3,0,1,0,120.0
2200,2,1,0,1,0,65.0
4526,2,1,0,2,0,80.0
12980,3,4,1,2,0,200.0
15000,3,4,0,2,0,401.0
3198,1,2,0,0,1,64.0
2600,3,3,1,2,0,137.0
3080,2,1,0,1,0,45.0
5000,3,3,0,8,0,215.0
2219,3,1,1,1,0,65.0
4000,3,4,1,2,1,280.0
29000,3,5,3,4,1,220.0
2550,1,1,0,1,1,35.0
12443,3,2,1,2,0,170.0
4865,2,1,1,1,0,89.0
3350,1,1,0,1,1,33.0
3588,1,1,0,1,1,29.0
3350,1,1,0,1,0,28.0
1433,1,1,0,0,0,28.0
3000,1,1,0,0,0,33.0
6380,1,1,0,1,1,48.0
15790,3,5,3,4,1,157.0
3400,2,1,1,2,0,70.0
4380,1,1,0,1,1,48.0
5350,1,1,1,1,0,62.0
2200,2,2,0,2,0,108.0
3121,1,1,1,1,1,29.0
3834,1,1,0,0,1,24.0
13780,4,5,4,4,0,229.0
3477,1,1,1,1,0,36.0
2800,1,1,1,1,1,28.0
19368,3,4,3,4,1,280.0
1450,1,1,0,0,0,33.0
4320,1,1,1,1,1,43.0
6600,4,8,4,5,0,424.0
26300,4,7,4,5,0,430.0
5600,1,1,0,1,1,43.0
3637,2,2,0,1,0,123.0
14021,2,4,2,3,0,200.0
3300,1,1,1,1,0,33.0
3620,1,1,0,1,1,33.0
3355,1,1,0,1,1,40.0
2400,1,1,1,1,1,29.0
5400,2,1,1,2,1,70.0
3927,3,1,1,2,0,127.0
2856,2,1,0,1,0,60.0
14895,2,2,2,2,0,113.0
5800,4,4,2,3,0,198.0
3100,1,1,0,1,1,30.0
3635,3,2,1,2,0,105.0
3657,1,1,0,1,0,25.0
39500,3,4,3,4,0,335.0
2674,2,1,0,0,1,55.0
640000,1,1,0,0,0,50.0
3400,1,1,1,1,1,42.0
3765,1,2,0,2,0,45.0
3398,1,1,0,1,1,35.0
10569,4,4,2,1,0,188.0
6000,3,3,0,2,0,150.0
2632,1,1,1,1,1,28.0
3200,2,2,0,0,0,122.0
3688,2,1,0,1,1,89.0
800,1,1,0,0,0,45.0
3890,2,3,0,1,0,73.0
2009,2,1,0,1,1,50.0
3700,2,2,1,1,0,50.0
2787,3,1,0,1,0,75.0
22117,4,9,4,5,1,536.0
14839,4,5,2,4,0,240.0
18979,2,2,1,5,0,213.0
3750,3,3,1,1,0,103.0
2100,1,1,0,0,0,20.0
8168,3,3,1,1,0,120.0
2550,1,1,0,0,0,50.0
6500,3,4,1,2,0,116.0
3621,1,1,0,1,1,35.0
6960,4,5,2,3,0,140.0
3574,2,1,1,0,1,42.0
6600,3,4,3,3,0,155.0
9247,3,2,1,1,1,150.0
2300,1,1,0,1,1,28.0
4635,2,1,0,0,1,100.0
3590,1,1,0,1,1,35.0
3467,1,1,0,1,1,42.0
7450,4,5,3,4,0,253.0
4190,1,1,0,1,0,39.0
4635,2,2,1,1,0,66.0
1850,1,1,0,0,0,57.0
3033,1,1,0,1,1,48.0
5144,2,3,1,1,1,74.0
6800,3,2,0,2,0,220.0
1169,1,1,0,0,0,31.0
8500,4,5,2,3,0,386.0
19459,4,3,2,3,1,210.0
2750,2,2,1,1,0,54.0
38657,3,4,3,4,1,262.0
979,1,1,0,0,0,12.0
13000,3,4,3,4,0,165.0
3530,1,1,0,0,1,80.0
3366,1,1,1,1,1,33.0
13800,4,5,4,4,0,309.0
6000,2,2,1,1,0,69.0
4000,1,1,1,1,1,31.0
2279,1,1,0,0,0,34.0
6302,3,3,1,1,0,191.0
2720,2,1,0,0,0,50.0
2050,2,1,0,1,0,44.0
3300,1,1,1,1,1,33.0
6000,1,1,1,1,1,42.0
650,1,1,0,0,0,30.0
5190,3,3,1,1,0,90.0
3000,1,1,1,1,1,35.0
3200,1,1,1,1,1,30.0
9000,2,4,0,1,0,150.0
4335,2,2,1,1,0,90.0
3860,2,1,0,1,0,48.0
4765,3,2,0,1,1,75.0
1980,2,1,0,1,0,48.0
5300,4,1,4,4,0,220.0
3300,1,1,0,1,0,41.0
11700,4,4,1,2,1,210.0
2700,2,2,1,1,1,53.0
3900,1,1,0,1,0,55.0
3551,1,1,0,1,1,33.0
3200,1,1,1,1,1,44.0
3377,3,3,1,2,0,100.0
2660,1,1,0,1,1,28.0
2650,1,1,0,1,1,28.0
4278,3,2,1,2,0,95.0
15500,3,6,3,3,0,250.0
4399,3,4,3,3,0,184.0
5800,1,1,0,1,1,35.0
18000,4,4,1,6,0,500.0
5860,3,5,3,2,0,270.0
2590,2,2,1,1,0,50.0
8989,4,5,3,3,1,195.0
4055,1,1,0,1,1,45.0
8000,3,1,1,2,0,250.0
2960,1,1,1,1,1,30.0
4251,1,1,0,1,1,33.0
5685,1,1,1,1,1,50.0
4670,3,1,0,0,0,110.0
5600,1,1,1,1,1,28.0
15519,3,6,3,5,0,220.0
4260,1,1,1,0,1,25.0
4835,2,2,1,2,0,70.0
2600,2,1,0,1,0,58.0
2950,1,1,1,1,1,29.0
5800,1,1,0,1,1,50.0
3382,2,1,0,0,0,50.0
4565,1,1,0,1,1,67.0
7080,3,5,3,3,0,178.0
5720,3,3,1,1,0,141.0
2760,1,1,0,0,0,24.0
2890,1,1,0,1,1,25.0
1230,1,1,0,0,0,38.0
8256,4,2,3,3,0,153.0
3350,1,1,0,1,1,60.0
4400,1,1,1,1,1,42.0
20500,4,5,4,4,0,350.0
1100,1,1,0,0,0,35.0
3390,1,1,1,2,0,37.0
3635,3,4,2,2,0,130.0
3826,1,1,0,1,0,31.0
1000,1,1,0,0,1,40.0
2800,2,1,0,1,0,51.0
2094,1,1,0,1,1,50.0
7250,4,5,3,6,0,284.0
1150,1,1,0,1,0,35.0
900,1,1,0,1,0,32.0
4200,2,2,1,1,0,90.0
2238,3,1,0,1,0,64.0
12000,2,4,1,2,0,138.0
2800,1,1,1,1,1,30.0
1512,1,1,0,1,0,35.0
2400,2,1,0,1,0,62.0
6780,1,1,1,1,1,54.0
800,1,1,1,0,0,28.0
2785,3,2,0,1,0,82.0
1300,1,1,0,0,0,45.0
3000,1,1,1,1,1,35.0
7361,2,2,1,2,1,72.0
8860,3,5,1,3,0,130.0
1340,1,1,0,0,0,43.0
16680,4,4,1,3,0,303.0
3068,1,1,0,1,1,29.0
900,1,1,0,0,0,35.0
1354,1,1,0,0,0,16.0
8535,2,2,1,1,1,77.0
3707,1,1,0,1,1,35.0
4300,3,3,1,2,0,98.0
5050,3,2,1,1,0,107.0
10650,3,4,1,1,0,260.0
9500,4,1,2,5,0,220.0
3200,2,2,1,1,0,70.0
1400,1,1,0,0,0,29.0
3400,1,1,1,1,1,40.0
24400,3,3,3,4,0,226.0
5600,3,2,1,1,0,94.0
2578,1,1,0,1,1,28.0
3650,1,1,1,1,1,37.0
5550,2,2,1,1,0,78.0
3300,3,2,1,1,0,60.0
5000,2,1,1,1,0,67.0
2360,1,1,1,0,1,16.0
2850,1,1,1,1,1,28.0
9500,4,5,2,4,0,242.0
3180,3,2,1,2,1,76.0
900,1,1,0,0,0,30.0
2200,2,1,0,0,0,45.0
1000,1,1,1,0,1,17.0
11000,3,5,3,6,0,360.0
800,2,1,0,0,0,65.0
4500,5,4,0,1,0,450.0
2900,1,1,1,1,1,26.0
4900,4,1,0,7,0,230.0
4900,2,1,1,1,0,72.0
2017,1,1,0,0,0,40.0
11650,3,4,1,3,0,135.0
3367,1,2,1,2,1,58.0
2550,1,1,1,1,1,37.0
4200,1,1,1,1,1,40.0
3211,1,1,0,1,0,34.0
5165,3,4,3,3,0,178.0
3155,2,2,0,1,0,60.0
3770,1,1,1,1,0,29.0
3650,2,1,0,0,0,144.0
4737,2,2,1,1,0,65.0
2242,2,1,0,0,0,80.0
4250,1,1,1,1,1,36.0
1900,1,1,0,1,1,32.0
2526,1,1,1,0,0,23.0
5586,2,2,1,1,0,105.0
2900,1,1,1,1,1,46.0
11375,3,2,3,2,1,136.0
3436,1,1,1,1,1,27.0
3340,2,1,0,1,0,67.0
2800,1,1,1,1,1,30.0
11900,3,4,3,4,0,210.0
15307,4,5,2,4,0,202.0
4200,1,1,0,1,1,43.0
2400,1,1,1,1,1,34.0
1900,1,1,0,1,0,45.0
11007,1,1,0,2,0,75.0
2500,2,1,0,0,0,57.0
15000,4,4,2,5,0,390.0
5000,1,1,1,0,1,45.0
4700,3,3,1,1,0,160.0
8600,4,2,4,3,0,280.0
7844,3,4,3,3,0,145.0
3200,1,1,1,1,1,31.0
16000,4,5,2,3,1,640.0
3715,1,1,0,1,1,40.0
1973,1,1,0,0,0,25.0
4042,2,2,1,2,1,70.0
16254,4,4,2,3,0,303.0
29900,3,5,3,2,0,240.0
3200,1,1,0,1,1,35.0
3500,2,1,0,1,0,72.0
2383,1,1,0,0,1,24.0
8700,1,2,0,1,1,57.0
3150,1,1,0,1,0,29.0
9334,3,2,1,2,1,110.0
23490,3,3,3,3,0,320.0
1660,1,1,0,0,0,45.0
6100,3,2,1,2,0,171.0
3500,1,1,0,1,1,48.0
5000,1,1,0,1,1,40.0
4710,1,1,1,1,1,40.0
2650,3,1,0,1,0,80.0
3372,1,1,1,0,1,55.0
3730,2,2,0,1,1,50.0
27959,4,3,2,4,0,226.0
6000,2,4,1,2,0,450.0
7820,3,2,1,2,1,106.0
4000,1,1,1,1,0,30.0
22000,4,4,3,4,0,230.0
14200,2,2,1,2,0,192.0
4630,1,1,1,0,1,41.0
4780,1,1,0,1,1,45.0
5000,3,3,2,0,0,115.0
2812,2,1,0,1,0,50.0
13200,3,4,3,2,0,214.0
5800,2,1,1,1,1,45.0
2231,2,1,0,1,0,65.0
4171,2,2,0,2,0,70.0
1565,2,1,0,1,0,47.0
3960,1,1,1,1,1,41.0
4500,4,3,1,3,0,190.0
2606,1,1,0,1,1,30.0
14000,4,5,2,5,1,390.0
2900,1,1,0,1,0,40.0
12998,4,3,3,3,0,178.0
3302,2,2,1,1,0,60.0
2150,1,1,0,1,0,38.0
3579,1,1,0,1,1,30.0
2870,1,1,0,1,1,31.0
2600,3,2,0,2,0,250.0
10000,4,5,4,6,0,550.0
807,1,1,0,0,1,15.0
3400,1,1,1,1,1,51.0
3387,2,1,0,1,0,60.0
2116,1,1,0,1,1,45.0
1600,2,1,0,2,0,112.0
15760,4,5,3,2,0,260.0
4580,1,1,1,1,1,42.0
13714,3,5,3,3,0,190.0
3350,1,1,1,1,1,35.0
3700,1,1,0,1,1,42.0
1505,1,1,1,1,0,42.0
13271,1,2,1,1,0,61.0
5184,1,1,1,2,0,52.0
2700,2,1,0,0,0,65.0
3600,1,1,1,1,1,32.0
27300,3,5,0,5,0,300.0
3296,1,1,0,1,1,32.0
3000,1,1,1,1,1,30.0
6100,4,4,2,2,0,127.0
3650,1,1,1,1,1,41.0
2852,3,2,1,1,0,67.0
15000,8,10,0,5,1,450.0
9636,1,2,1,1,1,90.0
21200,4,5,2,3,0,198.0
3300,1,1,0,1,1,35.0
4901,1,1,1,1,1,30.0
50000,4,2,4,4,1,260.0
4025,1,1,0,1,1,54.0
3087,1,1,1,1,0,29.0
2730,1,1,1,1,1,30.0
4150,1,1,1,1,0,45.0
3580,1,1,0,1,1,30.0
6602,5,3,1,3,0,200.0
8625,3,3,1,3,0,120.0
2600,1,1,1,1,1,29.0
3450,2,2,1,1,1,87.0
3500,1,1,1,1,1,33.0
4200,1,1,1,1,1,45.0
3135,1,1,1,1,1,47.0
3990,1,1,1,1,0,106.0
5500,4,4,1,8,0,240.0
1992,2,1,0,1,0,64.0
4000,2,1,0,2,0,140.0
3222,1,1,0,1,1,32.0
3000,1,1,1,1,1,32.0
1700,2,1,0,1,0,40.0
2300,2,1,0,1,0,58.0
3630,2,1,1,2,0,60.0
2700,2,1,0,1,0,56.0
4280,1,1,1,1,0,50.0
9847,3,3,2,2,0,111.0
3879,3,2,1,1,0,105.0
1894,1,1,0,0,1,79.0
2470,1,1,1,0,1,27.0
3500,4,4,1,2,0,150.0
3338,1,1,0,1,1,41.0
17000,3,5,1,2,0,320.0
8900,3,3,2,2,1,170.0
3000,2,1,0,2,0,150.0
6800,1,2,1,2,0,63.0
8600,2,2,1,2,1,84.0
24000,4,3,3,3,1,210.0
2643,1,1,0,1,1,34.0
1517,1,1,0,0,0,18.0
1830,2,1,0,0,0,60.0
5000,1,1,1,1,1,42.0
3800,1,1,0,1,1,37.0
15630,4,3,2,4,0,202.0
6884,3,2,1,2,0,140.0
9540,3,2,1,2,0,178.0
8000,4,5,2,3,0,386.0
8190,4,3,1,3,0,200.0
5950,2,2,1,1,1,53.0
4215,2,1,0,1,0,90.0
15200,4,5,2,2,1,230.0
2800,1,1,0,1,1,28.0
21700,4,4,4,4,0,373.0
13780,3,3,3,3,1,151.0
3900,1,1,1,1,1,40.0
1525,1,1,0,1,0,44.0
4238,2,2,0,1,0,55.0
13000,4,6,3,2,0,240.0
10900,5,4,3,4,0,240.0
6989,2,2,1,1,0,83.0
4126,2,1,0,1,0,68.0
19000,3,3,1,3,0,230.0
9980,3,5,3,2,1,143.0
6300,1,2,1,1,1,68.0
1517,1,1,1,0,1,14.0
1943,2,1,0,1,0,49.0
10885,3,3,3,4,0,210.0
5500,3,1,1,1,0,100.0
3500,1,1,0,1,1,38.0
1950,3,1,0,1,0,70.0
3000,2,1,0,1,0,54.0
14590,4,6,4,4,0,296.0
3100,2,2,0,0,0,120.0
1550,2,1,0,1,0,47.0
4150,2,1,0,1,0,50.0
5042,4,6,4,4,1,250.0
2580,1,1,0,1,0,47.0
8385,4,3,1,2,0,200.0
3000,2,2,0,1,0,76.0
20000,5,5,1,8,0,527.0
15210,4,6,4,3,0,337.0
2950,2,1,0,1,0,65.0
10486,3,4,1,3,0,214.0
7500,3,3,1,1,0,100.0
7700,2,2,1,1,1,70.0
3380,1,1,0,1,1,30.0
2581,1,1,0,0,0,45.0
3300,1,1,1,1,1,30.0
7970,2,4,2,2,1,126.0
5750,3,2,1,1,0,134.0
4410,3,4,3,2,0,125.0
8919,3,2,1,2,1,105.0
1590,2,1,0,1,0,50.0
10500,4,4,4,0,0,400.0
12500,3,5,3,3,0,126.0
6449,1,1,1,1,1,35.0
2308,1,1,0,1,0,32.0
2050,1,1,0,0,0,60.0
1550,3,1,0,0,0,140.0
13937,3,3,1,2,1,170.0
1625,2,1,0,0,0,60.0
3803,1,1,0,1,0,36.0
4500,4,5,3,3,0,220.0
5825,3,2,1,1,0,157.0
13250,4,6,4,4,0,170.0
8540,4,3,2,3,0,157.0
3300,1,1,1,1,1,30.0
2100,1,1,0,0,0,30.0
11150,4,5,2,3,0,137.0
14300,4,5,2,4,0,280.0
8500,4,6,4,4,0,200.0
3500,2,1,0,0,0,100.0
1923,1,1,0,1,0,45.0
2800,1,1,0,1,1,35.0
1800,1,1,0,0,1,35.0
5260,1,1,0,0,1,28.0
7662,4,3,0,2,0,155.0
1450,2,1,0,0,0,42.0
7150,1,1,1,1,1,54.0
10930,3,4,3,3,1,175.0
4000,2,0,0,1,0,70.0
3800,1,1,1,1,1,45.0
6000,4,4,0,2,0,213.0
7600,3,2,1,2,0,140.0
3670,2,2,0,1,1,90.0
2950,2,2,0,1,0,60.0
3900,1,1,1,1,0,36.0
4000,3,5,2,4,0,250.0
3599,1,1,1,1,0,45.0
3673,1,1,1,1,1,42.0
700,1,1,0,0,0,40.0
3498,3,2,1,2,0,98.0
25300,3,5,3,3,0,210.0
3100,1,1,1,1,1,32.0
4600,2,3,2,1,0,67.0
4490,3,3,1,2,0,83.0
1300,2,1,0,1,0,55.0
2800,1,1,1,1,1,32.0
4300,3,3,1,2,0,140.0
9500,3,3,1,2,1,120.0
900,2,1,1,0,0,45.0
2950,1,1,0,1,1,40.0
7152,3,2,1,2,0,155.0
2700,1,1,1,1,1,30.0
2825,1,2,0,2,0,46.0
11721,2,2,1,0,0,109.0
5500,2,2,0,1,0,100.0
17000,4,8,4,4,1,420.0
3750,1,1,1,1,0,50.0
21478,4,4,4,3,0,294.0
2800,1,1,0,0,1,32.0
13800,3,4,1,2,0,200.0
3340,2,2,0,1,0,66.0
2815,2,1,0,1,0,90.0
3474,1,1,0,0,1,35.0
5829,3,3,1,1,0,120.0
3710,1,1,1,1,1,40.0
3870,1,1,0,1,1,49.0
5650,3,2,1,2,0,180.0
15730,4,4,3,2,1,340.0
4050,2,1,1,1,0,57.0
11300,3,4,3,3,0,145.0
3633,1,2,1,1,1,45.0
4100,1,1,1,1,1,26.0
5600,3,3,2,3,0,125.0
3100,1,1,0,0,1,28.0
8695,3,2,1,1,0,118.0
3200,1,1,0,1,1,45.0
4800,2,2,1,1,1,60.0
4340,1,1,1,1,1,70.0
4560,3,3,1,3,1,100.0
2551,3,1,0,1,0,74.0
18562,3,5,3,3,0,250.0
3220,1,1,1,1,1,34.0
4790,2,1,0,2,0,55.0
2274,2,1,1,1,0,53.0
2850,1,1,0,1,1,28.0
2300,2,2,1,1,1,64.0
4500,2,1,1,1,1,55.0
5600,2,1,1,1,0,90.0
6461,2,1,0,2,1,60.0
2900,1,1,1,1,1,32.0
2645,2,1,0,1,0,70.0
9362,3,5,2,3,0,145.0
5750,3,2,1,1,0,110.0
1892,1,1,0,1,0,45.0
4200,1,1,1,1,1,27.0
18145,3,2,1,2,1,291.0
1700,2,1,0,0,0,65.0
23300,2,6,0,10,0,400.0
5248,2,2,1,1,0,74.0
2940,2,2,1,1,0,60.0
3070,1,1,1,1,1,30.0
19157,4,5,3,4,1,311.0
3508,2,2,0,1,0,63.0
24850,4,6,4,4,0,244.0
3700,1,1,1,1,1,43.0
900,1,1,0,1,0,40.0
16700,4,5,4,4,0,310.0
8000,3,4,1,4,0,342.0
1000,1,1,0,0,0,50.0
6100,5,3,0,2,0,300.0
6225,1,1,0,0,1,28.0
3650,2,2,1,1,0,70.0
5200,4,3,2,4,0,272.0
2730,1,1,0,1,1,37.0
1440,1,1,1,0,0,16.0
1100,2,1,0,0,0,60.0
6756,4,4,1,2,0,145.0
3772,2,2,0,1,0,80.0
2600,1,1,1,1,1,31.0
6270,1,1,1,1,1,46.0
2850,2,2,0,2,0,100.0
3650,1,1,1,1,1,35.0
760,1,1,1,0,1,16.0
10900,2,2,2,2,0,160.0
11400,4,4,3,4,0,220.0
1910,2,1,0,1,0,49.0
2341,1,1,0,0,1,29.0
12500,4,6,4,4,0,374.0
9144,3,2,1,3,0,199.0
7015,2,1,0,2,1,60.0
10450,3,3,0,3,1,178.0
4991,3,3,2,1,0,98.0
3630,2,2,0,0,1,58.0
3240,1,1,1,1,1,44.0
2900,1,1,0,1,0,37.0
14475,3,5,3,2,0,156.0
7214,3,2,1,1,0,163.0
16380,3,3,1,2,0,207.0
1475,2,1,0,1,0,46.0
6730,1,1,0,1,1,43.0
2090,1,1,0,0,0,25.0
5900,2,1,0,2,0,74.0
3500,1,1,0,1,0,52.0
2386,1,1,0,0,0,54.0
2300,2,1,0,1,0,40.0
2500,1,2,0,0,0,46.0
2190,2,1,0,1,1,52.0
10685,2,2,0,2,1,78.0
2750,1,1,1,1,1,35.0
4700,3,3,1,2,0,134.0
1500,2,2,0,1,0,60.0
16000,4,1,1,5,0,750.0
1800,1,1,0,0,0,37.0
9205,1,1,0,1,1,80.0
11600,2,2,2,2,0,110.0
990,1,1,0,0,0,19.0
4005,1,1,1,1,0,65.0
3634,1,2,0,1,1,42.0
9500,4,5,4,3,0,220.0
5000,2,2,1,1,1,69.0
3300,3,2,1,1,0,74.0
4448,1,2,0,1,1,78.0
7120,4,2,2,4,0,180.0
7000,3,4,1,2,0,188.0
5941,2,2,1,2,1,75.0
26700,4,6,4,5,0,290.0
3410,2,2,0,1,0,69.0
3600,1,1,1,1,1,34.0
2655,1,1,0,1,0,39.0
11100,2,2,2,1,0,109.0
6100,3,2,1,2,0,90.0
5550,2,2,1,1,0,78.0
2750,1,1,1,1,1,31.0
3044,1,1,0,1,1,32.0
4300,1,1,1,1,1,45.0
800,1,1,0,0,1,35.0
4150,1,1,0,0,1,25.0
14485,4,2,1,2,0,340.0
21569,4,6,3,3,1,238.0
12400,3,5,3,4,0,200.0
5962,3,3,1,2,1,102.0
2050,1,1,0,0,0,42.0
750,1,1,0,0,0,20.0
7000,3,2,0,0,0,290.0
5300,3,3,1,2,0,135.0
9600,1,1,1,2,1,54.0
31677,3,4,3,3,0,223.0
11500,2,3,2,2,1,147.0
4500,1,1,1,1,1,40.0
6175,3,3,1,2,0,135.0
1561,1,1,0,0,0,25.0
3480,2,1,0,1,1,55.0
3396,1,1,1,1,1,44.0
10600,1,2,1,2,0,95.0
7943,3,2,1,1,0,160.0
12500,3,5,3,3,1,155.0
7490,4,5,4,2,0,200.0
3034,1,1,0,1,1,42.0
5099,1,1,0,1,0,30.0
3030,1,1,0,1,1,32.0
32000,4,5,4,4,0,295.0
2565,1,1,0,0,1,75.0
4313,1,1,1,1,1,52.0
3345,2,2,1,1,0,63.0
9050,2,2,2,1,1,82.0
4225,3,1,1,2,0,81.0
3270,1,1,0,1,0,62.0
2445,2,2,0,2,1,59.0
1150,1,1,0,0,1,25.0
4176,1,1,0,1,0,58.0
2727,2,2,0,1,0,65.0
2075,1,1,0,1,0,43.0
4448,2,2,1,1,0,74.0
5500,2,3,2,2,1,92.0
3556,3,2,1,2,0,75.0
3000,1,1,1,1,1,40.0
2050,1,1,1,1,0,40.0
3115,2,1,0,1,0,57.0
2978,1,1,0,1,1,28.0
2400,2,2,0,1,0,60.0
2950,1,1,1,1,1,56.0
2980,1,1,0,0,0,39.0
4290,1,1,0,1,1,48.0
3615,3,2,1,1,0,96.0
4800,3,3,1,2,0,110.0
8100,2,3,1,2,0,140.0
9050,4,5,3,3,1,157.0
3000,1,1,1,1,1,30.0
3170,2,1,0,1,1,54.0
14290,4,5,4,4,0,275.0
4124,3,2,0,1,0,108.0
4031,2,1,0,1,0,54.0
3000,1,1,1,1,1,47.0
2887,1,1,0,1,0,36.0
4600,2,2,0,1,1,90.0
4500,1,1,1,1,1,29.0
16500,3,5,3,4,0,250.0
27960,4,5,2,4,0,226.0
